GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM,
8,READING,850,10
8,READING,854,11
8,READING,860,13
8,READING,870,15
8,READING,885,21
8,READING,920,48
3,ELA,650,62
3,ELA,696,26
3,ELA,714,19
3,ELA,725,15
3,ELA,734,14
3,ELA,740,12
3,ELA,746,11
3,ELA,750,11
3,ELA,755,10
3,ELA,758,10
3,ELA,762,9
3,ELA,765,9
3,ELA,769,9
3,ELA,772,9
3,ELA,774,8
3,ELA,777,8
3,ELA,780,8
3,ELA,782,8
3,ELA,785,8
3,ELA,787,8
3,ELA,790,8
3,ELA,792,8
3,ELA,794,8
3,ELA,797,8
3,ELA,800,8
3,ELA,801,8
3,ELA,804,8
3,ELA,806,8
3,ELA,808,8
3,ELA,811,8
3,ELA,813,8
3,ELA,815,8
3,ELA,818,8
3,ELA,820,8
3,ELA,823,8
3,ELA,825,8
3,ELA,828,8
3,ELA,831,9
3,ELA,834,9
3,ELA,837,9
3,ELA,840,9
3,ELA,844,10
3,ELA,850,10
3,ELA,852,11
3,ELA,857,11
3,ELA,862,12
3,ELA,869,13
3,ELA,877,15
3,ELA,888,19
3,ELA,906,26
3,ELA,930,40
4,ELA,650,56
4,ELA,691,25
4,ELA,709,18
4,ELA,720,15
4,ELA,728,13
4,ELA,734,12
4,ELA,740,11
4,ELA,744,11
4,ELA,749,10
4,ELA,753,10
4,ELA,756,9
4,ELA,760,9
4,ELA,763,9
4,ELA,766,9
4,ELA,769,8
4,ELA,772,8
4,ELA,774,8
4,ELA,777,8
4,ELA,780,8
4,ELA,782,8
4,ELA,785,8
4,ELA,787,8
4,ELA,789,8
4,ELA,792,8
4,ELA,794,8
4,ELA,796,8
4,ELA,800,8
4,ELA,801,8
4,ELA,804,8
4,ELA,806,8
4,ELA,808,8
4,ELA,811,8
4,ELA,813,8
4,ELA,816,8
4,ELA,818,8
4,ELA,821,8
4,ELA,824,8
4,ELA,827,8
4,ELA,830,9
4,ELA,833,9
4,ELA,836,9
4,ELA,840,10
4,ELA,844,10
4,ELA,850,10
4,ELA,853,11
4,ELA,858,12
4,ELA,865,13
4,ELA,873,15
4,ELA,883,18
4,ELA,901,25
4,ELA,930,44
5,ELA,650,69
5,ELA,702,24
5,ELA,719,18
5,ELA,730,15
5,ELA,737,13
5,ELA,743,12
5,ELA,749,11
5,ELA,753,10
5,ELA,757,10
5,ELA,761,9
5,ELA,765,9
5,ELA,768,9
5,ELA,771,8
5,ELA,774,8
5,ELA,776,8
5,ELA,779,8
5,ELA,781,8
5,ELA,784,8
5,ELA,786,8
5,ELA,789,7
5,ELA,791,7
5,ELA,793,7
5,ELA,796,7
5,ELA,798,7
5,ELA,800,7
5,ELA,802,7
5,ELA,804,7
5,ELA,807,7
5,ELA,809,7
5,ELA,811,7
5,ELA,813,7
5,ELA,816,7
5,ELA,818,8
5,ELA,821,8
5,ELA,823,8
5,ELA,826,8
5,ELA,828,8
5,ELA,831,8
5,ELA,834,8
5,ELA,837,9
5,ELA,840,9
5,ELA,843,9
5,ELA,850,10
5,ELA,851,10
5,ELA,856,11
5,ELA,861,12
5,ELA,867,13
5,ELA,875,15
5,ELA,886,17
5,ELA,903,24
5,ELA,930,42
6,ELA,650,74
6,ELA,704,23
6,ELA,721,17
6,ELA,731,14
6,ELA,738,12
6,ELA,744,11
6,ELA,749,10
6,ELA,753,10
6,ELA,757,9
6,ELA,761,9
6,ELA,764,8
6,ELA,767,8
6,ELA,770,8
6,ELA,772,8
6,ELA,775,8
6,ELA,778,7
6,ELA,780,7
6,ELA,782,7
6,ELA,785,7
6,ELA,787,7
6,ELA,789,7
6,ELA,791,7
6,ELA,793,7
6,ELA,795,7
6,ELA,797,7
6,ELA,800,7
6,ELA,802,7
6,ELA,804,7
6,ELA,806,7
6,ELA,808,7
6,ELA,810,7
6,ELA,812,7
6,ELA,815,7
6,ELA,817,7
6,ELA,819,7
6,ELA,821,7
6,ELA,824,8
6,ELA,827,8
6,ELA,829,8
6,ELA,832,8
6,ELA,835,8
6,ELA,838,9
6,ELA,842,9
6,ELA,845,10
6,ELA,850,10
6,ELA,855,11
6,ELA,860,12
6,ELA,868,14
6,ELA,878,17
6,ELA,894,23
6,ELA,930,50
7,ELA,650,63
7,ELA,697,24
7,ELA,714,18
7,ELA,725,15
7,ELA,732,13
7,ELA,739,12
7,ELA,744,11
7,ELA,748,10
7,ELA,752,10
7,ELA,756,9
7,ELA,760,9
7,ELA,763,9
7,ELA,766,8
7,ELA,769,8
7,ELA,771,8
7,ELA,774,8
7,ELA,777,8
7,ELA,779,8
7,ELA,781,8
7,ELA,784,8
7,ELA,786,7
7,ELA,788,7
7,ELA,791,7
7,ELA,793,7
7,ELA,795,7
7,ELA,798,7
7,ELA,800,7
7,ELA,802,7
7,ELA,804,7
7,ELA,807,7
7,ELA,809,8
7,ELA,811,8
7,ELA,814,8
7,ELA,816,8
7,ELA,819,8
7,ELA,821,8
7,ELA,824,8
7,ELA,827,8
7,ELA,830,8
7,ELA,833,9
7,ELA,836,9
7,ELA,840,9
7,ELA,844,10
7,ELA,850,10
7,ELA,852,11
7,ELA,858,12
7,ELA,864,13
7,ELA,872,15
7,ELA,882,18
7,ELA,900,24
7,ELA,930,45
8,ELA,650,50
8,ELA,684,27
8,ELA,704,20
8,ELA,715,16
8,ELA,724,14
8,ELA,731,13
8,ELA,737,12
8,ELA,742,11
8,ELA,747,11
8,ELA,751,10
8,ELA,755,10
8,ELA,759,10
8,ELA,762,9
8,ELA,766,9
8,ELA,769,9
8,ELA,772,9
8,ELA,775,9
8,ELA,778,9
8,ELA,780,9
8,ELA,783,8
8,ELA,786,8
8,ELA,788,8
8,ELA,791,8
8,ELA,794,8
8,ELA,796,8
8,ELA,800,8
8,ELA,801,8
8,ELA,804,8
8,ELA,806,8
8,ELA,809,8
8,ELA,812,8
8,ELA,814,8
8,ELA,817,9
8,ELA,820,9
8,ELA,823,9
8,ELA,825,9
8,ELA,828,9
8,ELA,832,9
8,ELA,835,9
8,ELA,838,10
8,ELA,842,10
8,ELA,846,10
8,ELA,850,11
8,ELA,855,11
8,ELA,860,12
8,ELA,866,13
8,ELA,873,14
8,ELA,882,16
8,ELA,893,20
8,ELA,913,27
8,ELA,950,53
