GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
EOCT,AMERICAN_LITERATURE,453,10
EOCT,AMERICAN_LITERATURE,454,10
EOCT,AMERICAN_LITERATURE,456,10
EOCT,AMERICAN_LITERATURE,457,10
EOCT,AMERICAN_LITERATURE,460,11
EOCT,AMERICAN_LITERATURE,461,11
EOCT,AMERICAN_LITERATURE,464,11
EOCT,AMERICAN_LITERATURE,465,11
EOCT,AMERICAN_LITERATURE,468,12
EOCT,AMERICAN_LITERATURE,469,12
EOCT,AMERICAN_LITERATURE,473,12
EOCT,AMERICAN_LITERATURE,474,12
EOCT,AMERICAN_LITERATURE,478,13
EOCT,AMERICAN_LITERATURE,480,13
EOCT,AMERICAN_LITERATURE,484,14
EOCT,AMERICAN_LITERATURE,486,14
EOCT,AMERICAN_LITERATURE,492,16
EOCT,AMERICAN_LITERATURE,493,16
EOCT,AMERICAN_LITERATURE,501,18
EOCT,AMERICAN_LITERATURE,503,18
EOCT,AMERICAN_LITERATURE,514,22
EOCT,AMERICAN_LITERATURE,516,22
EOCT,AMERICAN_LITERATURE,536,31
EOCT,AMERICAN_LITERATURE,537,31
EOCT,AMERICAN_LITERATURE,600,55
EOCT,MATHEMATICS_I,200,66
EOCT,MATHEMATICS_I,251,37
EOCT,MATHEMATICS_I,252,37
EOCT,MATHEMATICS_I,277,26
EOCT,MATHEMATICS_I,278,26
EOCT,MATHEMATICS_I,293,22
EOCT,MATHEMATICS_I,294,22
EOCT,MATHEMATICS_I,304,19
EOCT,MATHEMATICS_I,306,19
EOCT,MATHEMATICS_I,314,17
EOCT,MATHEMATICS_I,315,17
EOCT,MATHEMATICS_I,321,16
EOCT,MATHEMATICS_I,322,16
EOCT,MATHEMATICS_I,328,15
EOCT,MATHEMATICS_I,329,15
EOCT,MATHEMATICS_I,334,14
EOCT,MATHEMATICS_I,335,14
EOCT,MATHEMATICS_I,339,14
EOCT,MATHEMATICS_I,340,14
EOCT,MATHEMATICS_I,344,13
EOCT,MATHEMATICS_I,345,13
EOCT,MATHEMATICS_I,349,13
EOCT,MATHEMATICS_I,350,13
EOCT,MATHEMATICS_I,353,12
EOCT,MATHEMATICS_I,354,12
EOCT,MATHEMATICS_I,357,12
EOCT,MATHEMATICS_I,358,12
EOCT,MATHEMATICS_I,361,12
EOCT,MATHEMATICS_I,362,12
EOCT,MATHEMATICS_I,365,11
EOCT,MATHEMATICS_I,368,11
EOCT,MATHEMATICS_I,369,11
EOCT,MATHEMATICS_I,372,11
EOCT,MATHEMATICS_I,375,11
EOCT,MATHEMATICS_I,376,11
EOCT,MATHEMATICS_I,378,11
EOCT,MATHEMATICS_I,379,11
EOCT,MATHEMATICS_I,382,11
EOCT,MATHEMATICS_I,385,11
EOCT,MATHEMATICS_I,388,10
EOCT,MATHEMATICS_I,391,10
EOCT,MATHEMATICS_I,394,10
EOCT,MATHEMATICS_I,397,10
EOCT,MATHEMATICS_I,400,10
EOCT,MATHEMATICS_I,402,10
EOCT,MATHEMATICS_I,403,10
EOCT,MATHEMATICS_I,405,10
EOCT,MATHEMATICS_I,406,10
EOCT,MATHEMATICS_I,408,10
EOCT,MATHEMATICS_I,411,10
EOCT,MATHEMATICS_I,414,10
EOCT,MATHEMATICS_I,417,10
EOCT,MATHEMATICS_I,420,10
EOCT,MATHEMATICS_I,423,11
EOCT,MATHEMATICS_I,426,11
EOCT,MATHEMATICS_I,429,11
EOCT,MATHEMATICS_I,430,11
EOCT,MATHEMATICS_I,433,11
EOCT,MATHEMATICS_I,436,11
EOCT,MATHEMATICS_I,440,11
EOCT,MATHEMATICS_I,443,11
EOCT,MATHEMATICS_I,450,12
EOCT,MATHEMATICS_I,451,12
EOCT,MATHEMATICS_I,455,12
EOCT,MATHEMATICS_I,459,13
EOCT,MATHEMATICS_I,460,13
EOCT,MATHEMATICS_I,464,13
EOCT,MATHEMATICS_I,465,13
EOCT,MATHEMATICS_I,469,14
EOCT,MATHEMATICS_I,470,14
EOCT,MATHEMATICS_I,475,15
EOCT,MATHEMATICS_I,476,15
EOCT,MATHEMATICS_I,482,16
EOCT,MATHEMATICS_I,489,17
EOCT,MATHEMATICS_I,490,17
EOCT,MATHEMATICS_I,498,19
EOCT,MATHEMATICS_I,499,19
EOCT,MATHEMATICS_I,510,22
EOCT,MATHEMATICS_I,525,26
EOCT,MATHEMATICS_I,526,26
EOCT,MATHEMATICS_I,551,36
EOCT,MATHEMATICS_I,552,37
EOCT,MATHEMATICS_I,600,66
EOCT,MATHEMATICS_I,600,66
EOCT,MATHEMATICS_II,200,67
EOCT,MATHEMATICS_II,262,37
EOCT,MATHEMATICS_II,263,37
EOCT,MATHEMATICS_II,288,26
EOCT,MATHEMATICS_II,289,26
EOCT,MATHEMATICS_II,304,22
EOCT,MATHEMATICS_II,305,22
EOCT,MATHEMATICS_II,315,19
EOCT,MATHEMATICS_II,317,19
EOCT,MATHEMATICS_II,325,17
EOCT,MATHEMATICS_II,326,17
EOCT,MATHEMATICS_II,332,16
EOCT,MATHEMATICS_II,333,16
EOCT,MATHEMATICS_II,339,15
EOCT,MATHEMATICS_II,340,15
EOCT,MATHEMATICS_II,345,14
EOCT,MATHEMATICS_II,346,14
EOCT,MATHEMATICS_II,350,14
EOCT,MATHEMATICS_II,351,14
EOCT,MATHEMATICS_II,355,13
EOCT,MATHEMATICS_II,356,13
EOCT,MATHEMATICS_II,359,13
EOCT,MATHEMATICS_II,361,13
EOCT,MATHEMATICS_II,363,12
EOCT,MATHEMATICS_II,365,12
EOCT,MATHEMATICS_II,367,12
EOCT,MATHEMATICS_II,369,12
EOCT,MATHEMATICS_II,371,12
EOCT,MATHEMATICS_II,373,12
EOCT,MATHEMATICS_II,375,11
EOCT,MATHEMATICS_II,376,11
EOCT,MATHEMATICS_II,378,11
EOCT,MATHEMATICS_II,380,11
EOCT,MATHEMATICS_II,382,11
EOCT,MATHEMATICS_II,383,11
EOCT,MATHEMATICS_II,385,11
EOCT,MATHEMATICS_II,386,11
EOCT,MATHEMATICS_II,388,11
EOCT,MATHEMATICS_II,390,11
EOCT,MATHEMATICS_II,391,11
EOCT,MATHEMATICS_II,393,11
EOCT,MATHEMATICS_II,394,10
EOCT,MATHEMATICS_II,396,10
EOCT,MATHEMATICS_II,397,10
EOCT,MATHEMATICS_II,400,10
EOCT,MATHEMATICS_II,402,10
EOCT,MATHEMATICS_II,403,10
EOCT,MATHEMATICS_II,404,10
EOCT,MATHEMATICS_II,406,10
EOCT,MATHEMATICS_II,407,10
EOCT,MATHEMATICS_II,409,10
EOCT,MATHEMATICS_II,410,10
EOCT,MATHEMATICS_II,412,10
EOCT,MATHEMATICS_II,413,10
EOCT,MATHEMATICS_II,415,10
EOCT,MATHEMATICS_II,416,10
EOCT,MATHEMATICS_II,418,10
EOCT,MATHEMATICS_II,419,10
EOCT,MATHEMATICS_II,420,10
EOCT,MATHEMATICS_II,422,10
EOCT,MATHEMATICS_II,423,10
EOCT,MATHEMATICS_II,425,10
EOCT,MATHEMATICS_II,426,10
EOCT,MATHEMATICS_II,427,10
EOCT,MATHEMATICS_II,429,10
EOCT,MATHEMATICS_II,430,10
EOCT,MATHEMATICS_II,432,11
EOCT,MATHEMATICS_II,433,11
EOCT,MATHEMATICS_II,435,11
EOCT,MATHEMATICS_II,437,11
EOCT,MATHEMATICS_II,439,11
EOCT,MATHEMATICS_II,440,11
EOCT,MATHEMATICS_II,442,11
EOCT,MATHEMATICS_II,443,11
EOCT,MATHEMATICS_II,445,11
EOCT,MATHEMATICS_II,446,11
EOCT,MATHEMATICS_II,450,11
EOCT,MATHEMATICS_II,452,12
EOCT,MATHEMATICS_II,453,12
EOCT,MATHEMATICS_II,456,12
EOCT,MATHEMATICS_II,457,12
EOCT,MATHEMATICS_II,460,12
EOCT,MATHEMATICS_II,461,12
EOCT,MATHEMATICS_II,464,13
EOCT,MATHEMATICS_II,465,13
EOCT,MATHEMATICS_II,469,13
EOCT,MATHEMATICS_II,474,13
EOCT,MATHEMATICS_II,479,14
EOCT,MATHEMATICS_II,485,15
EOCT,MATHEMATICS_II,491,16
EOCT,MATHEMATICS_II,492,16
EOCT,MATHEMATICS_II,499,17
EOCT,MATHEMATICS_II,508,19
EOCT,MATHEMATICS_II,519,22
EOCT,MATHEMATICS_II,520,22
EOCT,MATHEMATICS_II,535,26
EOCT,MATHEMATICS_II,561,37
EOCT,MATHEMATICS_II,600,67
